clusterID,template,size
416,ts-order-other-service UPDATE ts.orders other end,1
417,ts-inside-payment-service PaymentRepository.findByUserId start,1
418,ts-inside-payment-service PaymentRepository.findByUserId end,1
419,ts-inside-payment-service AddMoneyRepository.findByUserId start,2
420,ts-inside-payment-service AddMoneyRepository.findByUserId end,2
421,ts-inside-payment-service PaymentRepository.save start,1
422,ts-inside-payment-service PaymentRepository.save end,1
423,ts-inside-payment-service SELECT Payment start,1
424,ts-inside-payment-service SELECT Payment end,1
425,ts-inside-payment-service SELECT Money start,2
426,ts-inside-payment-service SELECT Money end,2
427,ts-inside-payment-service Session.persist inside payment.entity.Payment start,1
428,ts-inside-payment-service Session.persist inside payment.entity.Payment end,1
429,ts-inside-payment-service Transaction.commit start,2
430,ts-inside-payment-service Transaction.commit end,2
431,ts-inside-payment-service SELECT ts.inside payment start,1
432,ts-inside-payment-service SELECT ts.inside payment end,1
433,ts-inside-payment-service SELECT ts.inside money start,2
434,ts-inside-payment-service SELECT ts.inside money end,2
435,ts-inside-payment-service INSERT ts.inside payment start,1
436,ts-inside-payment-service INSERT ts.inside payment end,1
437,ts-payment-service /api/v1/paymentservice/payment start,1
438,ts-payment-service /api/v1/paymentservice/payment end,1
439,ts-payment-service PaymentController.pay start,1
440,c.t.c.PaymentController#<:NUM:>,2311
441,ts-payment-service PaymentController.pay end,1
442,ts-payment-service PaymentRepository.findByOrderId start,1
443,ts-payment-service PaymentRepository.findByOrderId end,1
444,ts-payment-service PaymentRepository.save start,1
445,ts-payment-service PaymentRepository.save end,1
446,ts-payment-service SELECT Payment start,1
447,ts-payment-service SELECT Payment end,1
448,ts-payment-service Session.merge com.trainticket.entity.Payment start,1
449,ts-payment-service Session.merge com.trainticket.entity.Payment end,1
450,ts-payment-service Transaction.commit start,1
451,ts-payment-service Transaction.commit end,1
452,ts-payment-service SELECT ts.payment start,2
453,ts-payment-service SELECT ts.payment end,2
454,ts-payment-service INSERT ts.payment start,1
455,ts-payment-service INSERT ts.payment end,1
456,"{""log"":""Inject cpu successfully{\""timestamp\"": <:*:> \""severity\"": \""INFO\"", \""name\"": \""recommendationservice-server\"", \""message\"": \""TraceID: <:TRACEID:> SpanID: <:SPANID:> Query Recommendations\""}\n"",""stream"":""stdout"",""time"":""<:NUM:>-<:NUM:>-23T15:<:NUM:>:<:NUM:>.<:PRODUCTID:>""}",229
457,"{""log"":""Inject cpu successfully{\""timestamp\"": <:*:> \""severity\"": \""INFO\"", \""name\"": \""recommendationservice-server\"", \""message\"": \""TraceID: <:TRACEID:> SpanID: <:SPANID:> Query Recommendations\""}\n"",""stream"":""stdout"",""time"":""<:NUM:>-<:NUM:>-22T07:<:NUM:>:<:NUM:>.<:PRODUCTID:>""}",432
458,"{""log"":""Inject cpu successfullyInject cpu successfully{\""timestamp\"": <:*:> \""severity\"": \""INFO\"", \""name\"": \""recommendationservice-server\"", \""message\"": \""TraceID: <:TRACEID:> SpanID: <:SPANID:> List Recommendations product ids=<:ITEM:>",86
459,"{""log"":""Inject cpu successfully{\""timestamp\"": \""<:NUM:>-<:NUM:>-22T07:<:NUM:>:<:NUM:>.654801Z\"", \""severity\"": \""INFO\"", \""name\"": \""recommendationservice-server\"", \""message\"": \""TraceID: <:TRACEID:> SpanID: <:SPANID:> Query Recommendations\""}\n"",""stream"":""stdout"",""time"":""<:NUM:>-<:NUM:>-22T07:<:NUM:>:<:NUM:>.65499791Z""}",8
460,"{""log"":""Inject cpu successfullyInject cpu successfully{\""timestamp\"": \""<:NUM:>-<:NUM:>-22T07:<:NUM:>:<:NUM:>.540838Z\"", \""severity\"": \""INFO\"", \""name\"": \""recommendationservice-server\"", \""message\"": \""TraceID: <:TRACEID:> SpanID: <:SPANID:> Query Recommendations\""}\n"",""stream"":""stdout"",""time"":""<:NUM:>-<:NUM:>-22T07:<:NUM:>:<:NUM:>.<:PRODUCTID:>""}",8
461,"{""log"":""Inject cpu successfully{\""timestamp\"": \""<:NUM:>-<:NUM:>-22T07:<:NUM:>:<:NUM:>.540111Z\"", \""severity\"": \""INFO\"", \""name\"": \""recommendationservice-server\"", \""message\"": \""TraceID: <:TRACEID:> SpanID: <:SPANID:> Query Recommendations\""}\n"",""stream"":""stdout"",""time"":""<:NUM:>-<:NUM:>-22T07:<:NUM:>:<:NUM:>.54026801Z""}",8
462,"{""log"":""Inject cpu successfully{\""timestamp\"": \""<:NUM:>-<:NUM:>-22T07:<:NUM:>:<:NUM:>.340490Z\"", \""severity\"": \""INFO\"", \""name\"": \""recommendationservice-server\"", \""message\"": \""TraceID: <:TRACEID:> SpanID: <:SPANID:> Query Recommendations\""}\n"",""stream"":""stdout"",""time"":""<:NUM:>-<:NUM:>-22T07:<:NUM:>:<:NUM:>.34064974Z""}",8
463,"{""log"":""Inject cpu successfully{\""timestamp\"": \""<:NUM:>-<:NUM:>-22T07:<:NUM:>:<:NUM:>.845088Z\"", \""severity\"": \""INFO\"", \""name\"": \""recommendationservice-server\"", \""message\"": \""TraceID: <:TRACEID:> SpanID: <:SPANID:> Query Recommendations\""}\n"",""stream"":""stdout"",""time"":""<:NUM:>-<:NUM:>-22T07:<:NUM:>:<:NUM:>.84525739Z""}",8
464,"{""log"":""Inject cpu successfully{\""timestamp\"": \""<:NUM:>-<:NUM:>-22T07:<:NUM:>:<:NUM:>.140843Z\"", \""severity\"": \""INFO\"", \""name\"": \""recommendationservice-server\"", \""message\"": \""TraceID: <:TRACEID:> SpanID: <:SPANID:> Query Recommendations\""}\n"",""stream"":""stdout"",""time"":""<:NUM:>-<:NUM:>-22T07:<:NUM:>:<:NUM:>.14100109Z""}",8
465,"{""log"":""Inject cpu successfully{\""timestamp\"": \""<:NUM:>-<:NUM:>-22T07:<:NUM:>:<:NUM:>.440510Z\"", \""severity\"": \""INFO\"", \""name\"": \""recommendationservice-server\"", \""message\"": \""TraceID: <:TRACEID:> SpanID: <:SPANID:> Query Recommendations\""}\n"",""stream"":""stdout"",""time"":""<:NUM:>-<:NUM:>-22T07:<:NUM:>:<:NUM:>.44068485Z""}",8
466,"{""log"":""Inject cpu successfullyInject cpu successfully{\""timestamp\"": \""<:NUM:>-<:NUM:>-23T15:<:NUM:>:<:NUM:>.240007Z\"", \""severity\"": \""INFO\"", \""name\"": \""recommendationservice-server\"", \""message\"": \""TraceID: <:TRACEID:> SpanID: <:SPANID:> Query Recommendations\""}\n"",""stream"":""stdout"",""time"":""<:NUM:>-<:NUM:>-23T15:<:NUM:>:<:NUM:>.24016991Z""}",6
467,"{""log"":""Inject cpu successfullyInject cpu successfully{\""timestamp\"": \""<:NUM:>-<:NUM:>-23T15:<:NUM:>:<:NUM:>.551299Z\"", \""severity\"": \""INFO\"", \""name\"": \""recommendationservice-server\"", \""message\"": \""TraceID: <:TRACEID:> SpanID: <:SPANID:> Query Recommendations\""}\n"",""stream"":""stdout"",""time"":""<:NUM:>-<:NUM:>-23T15:<:NUM:>:<:NUM:>.<:PRODUCTID:>""}",6
468,p.s.PreserveOtherServiceImpl#<:NUM:>,34415
469,p.c.PreserveOtherController#<:NUM:>,2353
470,v.c.VerifyCodeController#<:NUM:>,6894
471,v.s.i.VerifyCodeServiceImpl#<:NUM:>,7080
472,a.s.i.<:SPANID:>#<:NUM:>,3540
473,a.s.UserDetailsServiceImpl#<:NUM:>,3540
474,a.c.UserController#<:NUM:>,3600
475,t.c.Travel2Controller#<:NUM:>,12458
476,u.c.UserController#<:NUM:>,5299
477,e.s.ExecuteServiceImpl#<:NUM:>,7800
478,e.c.ExecuteControlller#<:NUM:>,4146
479,ERROR e.s.ExecuteServiceImpl#<:NUM:>,2070
480,c.s.CancelServiceImpl#<:NUM:>,22163
481,a.s.AssuranceServiceImpl#<:NUM:>,2143
482,a.c.AssuranceController#<:NUM:>,2143
483,t.c.TrainFoodController#<:NUM:>,2718
484,f.c.StationFoodController#<:NUM:>,2634
485,ERROR f.s.FoodServiceImpl#<:NUM:>,2634
486,f.s.FoodServiceImpl#<:NUM:>,11894
487,f.c.FoodController#<:NUM:>,4627
488,f.mq.RabbitSend#<:NUM:>,1831
489,d.m.RabbitReceive#<:NUM:>,5493
490,o.s.b.a.a.m.OnlyOnceLoggingDenyMeterFilter#<:NUM:>,12
491,"{""log"":""<:NUM:>:<:NUM:>:<:NUM:>.<:NUM:> INFO u.c.UserController#<:NUM:> TraceID: <:TRACEID:> SpanID: <:SPANID:>[getUserByUserId][Get user by user id][UserId: <:USERID:>]\n"",""stream"":""stdout"",""time"":""<:NUM:>-<:NUM:>-29T10:<:NUM:>:<:NUM:>.<:PRODUCTID:>""}ulate distance][calculate time：<:NUM:> time: Sat May <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> CST <:NUM:>]\n""""",6
492,"{""log"":""<:NUM:>:<:NUM:>:<:NUM:>.<:NUM:> INFO u.c.UserController#<:NUM:> TraceID: <:TRACEID:> SpanID: <:SPANID:>[getUserByUserId][Get user by user id][UserId: <:USERID:>]\n"",""stream"":""stdout"",""time"":""<:NUM:>-<:NUM:>-29T10:<:NUM:>:<:NUM:>.<:PRODUCTID:>""}:""""<:NUM:>-<:NUM:>-29T10:<:NUM:>:<:NUM:>.<:PRODUCTID:>""""}""",6
493,ts-travel2-service /api/v1/travel2service/trips/left start,1
494,ts-travel2-service /api/v1/travel2service/trips/left end,1
495,ts-travel2-service Travel2Controller.queryInfo start,1
496,ts-travel2-service Travel2Controller.queryInfo end,1
497,ts-travel2-service TripRepository.findAll start,1
498,ts-travel2-service TripRepository.findAll end,1
499,ts-travel2-service SELECT Trip start,3
500,ts-travel2-service SELECT Trip end,3
501,ts-travel2-service Transaction.commit start,1
502,ts-travel2-service Transaction.commit end,1
503,ts-travel2-service SELECT ts.trip2 start,3
504,ts-travel2-service SELECT ts.trip2 end,3
505,ts-travel2-service HTTP POST start,6
506,ts-travel2-service HTTP POST end,6
507,ts-basic-service /api/v1/basicservice/basic/travels start,1
508,ts-basic-service /api/v1/basicservice/basic/travels end,1
509,ts-basic-service BasicController.queryForTravels start,1
510,ts-basic-service BasicController.queryForTravels end,1
511,ts-basic-service HTTP POST start,4
512,ts-basic-service HTTP POST end,4
513,ts-station-service /api/v1/stationservice/stations/idlist start,1
514,ts-station-service /api/v1/stationservice/stations/idlist end,1
515,ts-station-service StationController.queryForIdBatch start,1
516,ts-station-service StationController.queryForIdBatch end,1
517,ts-station-service StationRepository.findByNames start,1
518,ts-station-service StationRepository.findByNames end,1
519,ts-station-service SELECT station start,1
520,ts-station-service SELECT station end,1
521,ts-train-service /api/v1/trainservice/trains/byNames start,1
522,ts-train-service /api/v1/trainservice/trains/byNames end,1
523,ts-train-service TrainTypeRepository.findByNames start,1
524,ts-train-service TrainTypeRepository.findByNames end,1
525,ts-train-service SELECT train type start,1
526,ts-train-service SELECT train type end,1
527,ts-route-service /api/v1/routeservice/routes/byIds/ start,1
528,ts-route-service /api/v1/routeservice/routes/byIds/ end,1
529,ts-route-service RouteController.queryByIds start,1
530,ts-route-service RouteController.queryByIds end,1
531,ts-route-service RouteRepository.findByIds start,1
532,ts-route-service RouteRepository.findByIds end,1
533,ts-route-service SELECT route start,1
534,ts-route-service SELECT route end,1
535,ts-price-service /api/v1/priceservice/prices/byRouteIdsAndTrainTypes start,1
536,ts-price-service /api/v1/priceservice/prices/byRouteIdsAndTrainTypes end,1
537,ts-price-service PriceConfigRepository.findByRouteIdsAndTrainTypes start,1
538,ts-price-service PriceConfigRepository.findByRouteIdsAndTrainTypes end,1
539,ts-price-service SELECT price config start,1
540,ts-price-service SELECT price config end,1
541,ts-order-other-service /api/v1/orderOtherService/orderOther/tickets start,5
542,ts-order-other-service /api/v1/orderOtherService/orderOther/tickets end,5
543,ts-order-other-service OrderOtherController.getTicketListByDateAndTripId start,5
544,ts-order-other-service OrderOtherController.getTicketListByDateAndTripId end,5
545,ts-order-other-service OrderOtherRepository.findByTravelDateAndTrainNumber start,4
546,ts-order-other-service OrderOtherRepository.findByTravelDateAndTrainNumber end,4
547,ts-order-service /api/v1/orderservice/order start,2
548,ts-order-service /api/v1/orderservice/order end,2
549,ts-order-service OrderController.createNewOrder start,1
550,ts-order-service OrderController.createNewOrder end,1
551,ts-order-service OrderRepository.save start,2
552,ts-order-service OrderRepository.save end,2
553,ts-order-service Session.merge order.entity.Order start,2
554,ts-order-service Session.merge order.entity.Order end,2
555,ts-order-service Transaction.commit start,4
556,ts-order-service Transaction.commit end,4
557,ts-order-service INSERT ts.orders start,1
558,ts-order-service INSERT ts.orders end,1
559,ts-seat-service /api/v1/seatservice/seats start,2
560,ts-seat-service /api/v1/seatservice/seats end,2
561,ts-seat-service SeatController.create start,2
562,ts-seat-service SeatController.create end,2
563,ts-food-service /api/v1/foodservice/orders start,1
564,ts-food-service /api/v1/foodservice/orders end,1
565,ts-food-service FoodController.createFoodOrder start,1
566,ts-food-service FoodController.createFoodOrder end,1
567,ts-food-service FoodOrderRepository.findByOrderId start,1
568,ts-food-service FoodOrderRepository.findByOrderId end,1
569,ts-food-service FoodOrderRepository.save start,1
570,ts-food-service FoodOrderRepository.save end,1
571,ts-food-service SELECT FoodOrder start,1
572,ts-food-service SELECT FoodOrder end,1
573,ts-food-service Session.merge foodsearch.entity.FoodOrder start,1
574,ts-food-service Session.merge foodsearch.entity.FoodOrder end,1
575,ts-food-service Transaction.commit start,1
576,ts-food-service Transaction.commit end,1
577,ts-food-service SELECT ts.food order start,2
578,ts-food-service SELECT ts.food order end,2
579,ts-food-service INSERT ts.food order start,1
580,ts-food-service INSERT ts.food order end,1
581,ts-food-service <default> send start,1
582,ts-food-service <default> send end,1
583,ts-delivery-service food delivery process start,2
584,ts-delivery-service food delivery process end,2
585,ts-delivery-service DeliveryRepository.save start,1
586,ts-delivery-service DeliveryRepository.save end,1
587,ts-delivery-service Session.merge delivery.entity.Delivery start,1
588,ts-delivery-service Session.merge delivery.entity.Delivery end,1
589,ts-delivery-service Transaction.commit start,1
590,ts-delivery-service Transaction.commit end,1
591,ts-delivery-service SELECT ts.delivery start,1
592,ts-delivery-service SELECT ts.delivery end,1
593,ts-delivery-service INSERT ts.delivery start,1
594,ts-delivery-service INSERT ts.delivery end,1
595,ts-user-service /api/v1/userservice/users/id/{userId} start,1
596,ts-user-service /api/v1/userservice/users/id/{userId} end,1
597,ts-user-service UserController.getUserByUserId start,1
598,ts-user-service UserController.getUserByUserId end,1
599,ts-user-service UserRepository.findByUserId start,1
600,ts-user-service UserRepository.findByUserId end,1
601,ts-user-service SELECT User start,1
602,ts-user-service SELECT User end,1
603,ts-user-service SELECT ts.user start,1
604,ts-user-service SELECT ts.user end,1
605,ts-preserve-other-service /api/v1/preserveotherservice/preserveOther start,1
606,ts-preserve-other-service /api/v1/preserveotherservice/preserveOther end,1
607,ts-preserve-other-service PreserveOtherController.preserve start,1
608,ts-preserve-other-service PreserveOtherController.preserve end,1
609,ts-preserve-other-service HTTP GET start,4
610,ts-preserve-other-service HTTP GET end,4
611,ts-preserve-other-service HTTP POST start,4
612,ts-preserve-other-service HTTP POST end,4
613,ts-travel2-service /api/v1/travel2service/trip detail start,1
614,ts-travel2-service /api/v1/travel2service/trip detail end,1
615,ts-travel2-service Travel2Controller.getTripAllDetailInfo start,1
616,ts-travel2-service Travel2Controller.getTripAllDetailInfo end,1
617,ts-travel2-service TripRepository.findByTripId start,2
618,ts-travel2-service TripRepository.findByTripId end,2
619,ts-order-other-service /api/v1/orderOtherService/orderOther start,1
620,ts-order-other-service /api/v1/orderOtherService/orderOther end,1
621,ts-order-other-service OrderOtherController.createNewOrder start,1
622,ts-order-other-service OrderOtherController.createNewOrder end,1
623,ts-order-other-service INSERT ts.orders other start,1
624,ts-order-other-service INSERT ts.orders other end,1
625,ts-assurance-service /api/v1/<:SPANID:>/assurances/{typeIndex}/{orderId} start,1
626,ts-assurance-service /api/v1/<:SPANID:>/assurances/{typeIndex}/{orderId} end,1
627,ts-assurance-service AssuranceController.createNewAssurance start,1
628,ts-assurance-service AssuranceController.createNewAssurance end,1
629,ts-assurance-service AssuranceRepository.findByOrderId start,1
630,ts-assurance-service AssuranceRepository.findByOrderId end,1
631,ts-assurance-service AssuranceRepository.save start,1
632,ts-assurance-service AssuranceRepository.save end,1
633,ts-assurance-service SELECT Assurance start,1
634,ts-assurance-service SELECT Assurance end,1
635,ts-assurance-service Session.merge assurance.entity.Assurance start,1
636,ts-assurance-service Session.merge assurance.entity.Assurance end,1
637,ts-assurance-service Transaction.commit start,1
638,ts-assurance-service Transaction.commit end,1
639,ts-assurance-service SELECT ts.assurance start,2
640,ts-assurance-service SELECT ts.assurance end,2
641,ts-assurance-service INSERT ts.assurance start,1
642,ts-assurance-service INSERT ts.assurance end,1
643,ts-gateway-service HTTP GET start,1
644,ts-gateway-service HTTP GET end,1
645,ts-cancel-service /api/v1/cancelservice/cancel/{orderId}/{loginId} start,1
646,ts-cancel-service /api/v1/cancelservice/cancel/{orderId}/{loginId} end,1
647,ts-cancel-service <:SPANID:>.cancelTicket start,1
648,ts-cancel-service <:SPANID:>.cancelTicket end,1
649,ts-cancel-service HTTP GET start,3
650,ts-cancel-service HTTP GET end,3
651,ts-cancel-service HTTP PUT start,1
652,ts-cancel-service HTTP PUT end,1
653,ts-order-service /api/v1/orderservice/order/{orderId} start,1
654,ts-order-service /api/v1/orderservice/order/{orderId} end,1
655,ts-order-service OrderController.getOrderById start,1
656,ts-order-service OrderController.getOrderById end,1
657,ts-order-service OrderController.saveOrderInfo start,1
658,ts-order-service OrderController.saveOrderInfo end,1
659,ts-order-service OrderRepository.findById start,2
660,ts-order-service OrderRepository.findById end,2
661,ts-order-service Session.find order.entity.Order start,2
662,ts-order-service Session.find order.entity.Order end,2
663,ts-order-service UPDATE ts.orders start,1
664,ts-order-service UPDATE ts.orders end,1
665,ts-inside-payment-service /api/v1/inside pay service/inside payment/drawback/{userId}/{money} start,1
666,ts-inside-payment-service /api/v1/inside pay service/inside payment/drawback/{userId}/{money} end,1
667,ts-inside-payment-service InsidePaymentController.drawBack start,1
668,ts-inside-payment-service InsidePaymentController.drawBack end,1
669,ts-inside-payment-service AddMoneyRepository.save start,1
670,ts-inside-payment-service AddMoneyRepository.save end,1
671,ts-inside-payment-service Session.persist inside payment.entity.Money start,1
672,ts-inside-payment-service Session.persist inside payment.entity.Money end,1
673,ts-inside-payment-service INSERT ts.inside money start,1
674,ts-inside-payment-service INSERT ts.inside money end,1
